eng,tid,fam,reg,grp,bid,ord_idx,join_cls,status,fail_stage,fail_type,med_ms,iqr_ms,out,buf_hit,db_hits,work,run_ok,flush_ok
pg,T2,tri,uniform,base,8,0,default,ok,,,3.536,0.198,356,860,,10385,,false
pg,T2,tri,uniform,base,9,0,default,ok,,,1.678,0.134,6,880,,202,,false
pg,T2,tri,uniform,base,10,0,default,ok,,,3.781,0.195,717,1660,,10677,,false
pg,T2,tri,uniform,base,11,0,default,ok,,,10.711,0.701,10347,3904,,44763,,false
pg,T2,tri,uniform,base,12,0,default,ok,,,1.012,0.15,2,132,,177,,false
pg,T2,tri,uniform,base,13,0,default,ok,,,6.108,0.666,7630,2524,,23185,,false
pg,T2,tri,uniform,base,14,0,default,ok,,,3.02,0.175,50,456,,8792,,false
pg,T2,tri,uniform,base,15,0,default,ok,,,27.062,0.97,32798,8560,,129534,,false
pg,T2,tri,uniform,base,16,0,default,ok,,,4.068,0.155,726,2668,,9555,,false
pg,T2,tri,uniform,base,17,0,default,ok,,,40.664,0.475,63661,10936,,199787,,false
pg,T2,tri,uniform,base,18,0,default,ok,,,1.444,0.728,6,120,,585,,false
pg,T2,tri,uniform,base,19,0,default,ok,,,29.197,0.475,44310,7556,,147453,,false
pg,T2,tri,uniform,base,20,0,default,ok,,,5.277,0.414,3552,3396,,14859,,false
pg,T2,tri,hub,base,1,0,default,ok,,,40.486,0.597,62750,9756,,207593,,false
pg,T2,tri,hub,base,2,0,default,ok,,,30.233,1.087,44310,7556,,147458,,false
pg,T2,tri,hub,base,3,0,default,ok,,,600.348,46.331,16592,361594,,83054,,false
pg,T2,tri,hub,base,4,0,default,ok,,,40.62,1.01,66064,10180,,213123,,false
pg,T2,tri,hub,base,5,0,default,ok,,,42.482,1.761,66064,10172,,213123,,false
pg,T2,tri,hub,base,6,0,default,ok,,,24.3,0.926,31522,7436,,111958,,false
pg,T2,tri,hub,base,7,0,default,ok,,,29.587,1.579,44310,7560,,147458,,false
pg,T2,tri,hub,base,8,0,default,ok,,,29.165,5.184,44734,8112,,149710,,false
pg,T2,tri,hub,base,9,0,default,ok,,,43.896,8.452,75288,13808,,231328,,false
pg,T2,tri,hub,base,10,0,default,ok,,,13.207,0.317,8890,6596,,54600,,false
pg,T2,tri,hub,base,11,0,default,ok,,,13.629,0.414,8890,6592,,54600,,false
pg,T2,tri,hub,base,12,0,default,ok,,,40.206,0.667,62177,9484,,203760,,false
pg,T2,tri,hub,base,13,0,default,ok,,,20.304,0.407,23476,7036,,96163,,false
pg,T2,tri,hub,base,14,0,default,ok,,,41.887,1.327,66098,10172,,213191,,false
pg,T2,tri,hub,base,15,0,default,ok,,,41.512,1.456,63612,10912,,199505,,false
pg,T2,tri,hub,base,16,0,default,ok,,,18.173,0.515,23526,6736,,82089,,false
pg,T2,tri,hub,base,17,0,default,ok,,,45.353,0.906,68778,12104,,230882,,false
pg,T2,tri,hub,base,18,0,default,ok,,,40.448,2.537,66064,10172,,213123,,false
pg,T2,tri,hub,base,19,0,default,ok,,,41.684,1.796,66050,10172,,213095,,false
pg,T2,tri,hub,base,20,0,default,ok,,,34.096,4.488,62049,9316,,203219,,false
